id,name,description,region,city,distance,images,tags,location,created_at,category
3db23fee-2dbc-404a-9022-3b48dbf83d9d,Harar Hyena Feeding & Walled City Alleys,Intimate night feeding of wild hyenas and colorful alleyway portraiture.,Harar,Harar,,[],"[""harar"",""hyena-feeding"",""street-photography""]","{""lat"":9.3118304,""lng"":42.1284009}",2026-07-27 22:07:25.776912+00,photography
3de67ef9-3e68-4d65-9dfc-6c757f954f7b,Sof Umar Cave,"Sof Umar is the longest cave system in Ethiopia and one of the most significant underground networks in Africa. Located in the East Bale Zone of the Oromia Region, it is a site of immense geological, cultural, and religious importance. Carved over millions of years from limestone by the Weyib River (also known as the Gestro River), which flows through the cave. The river ""sinks"" at the Ayiew Maco entrance and re-emerges at the Holuca resurgence about one kilometer away.",Oromia,Sof Omar,421,"[""https://dotjlikaurcjwabarqcy.supabase.co/storage/v1/object/public/destinations/1767521075125-s4mshj.jpg""]",[],"{""lat"":6.9013463,""lng"":40.8438263}",2026-01-04 10:04:35.980292+00,monument
3e0ed29f-df5d-402a-b21b-2df8b4cdfb74,Hawassa Central Fish & Craft Market,"Lakeside market selling fresh fish, wooden crafts, and woven mats.",Sidama,Hawassa,,[],"[""hawassa"",""fish-market"",""crafts""]","{""lat"":7.0481029,""lng"":38.47861}",2026-07-27 22:07:25.776912+00,shopping
3e9e006b-5a18-41d9-8cd3-606530b111f8,Maekelawi Historical Detention Center,Former central interrogation and detention facility in Addis Ababa.,Addis Ababa,Addis Ababa,,[],"[""maekelawi"",""detention-center"",""history""]","{""lat"":9.0391779,""lng"":38.7625197}",2026-07-27 22:07:25.776912+00,dark
3effdf2c-3399-434c-9c27-142f0e4b0899,Bishangari Eco-Resort Spa,Secluded eco-wellness resort set between ancient forest and Lake Langano.,Oromia,,,[],"[""bishangari"",""eco-spa"",""langano""]","{""lat"":7.5198392,""lng"":38.7715145}",2026-07-27 22:07:25.776912+00,wellness
3f2c87e1-1bac-426a-9621-ce3a8dac7828,Holy Trinity Cathedral (Kidist Selassie),"The highest-ranking Orthodox Cathedral in Addis Ababa, holding the tombs of Emperor Haile Selassie and Empress Menen Asfaw.",Addis Ababa,Addis Ababa,0,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Holy_Trinity_Cathedral_Addis_Ababa.jpg/1024px-Holy_Trinity_Cathedral_Addis_Ababa.jpg""]","[""Addis Ababa"",""Royal Tomb"",""Cathedral"",""Architecture""]","{""lat"":9.0305,""lng"":38.7618}",2026-07-27 21:19:12.232213+00,sacred
3f2e278b-63af-4d8d-ba99-e0b6f9aa4098,Dire Dawa French Quarter (Kebele 01) & Taiwan District,Planned railway city divided into European colonial quarters and vibrant traditional markets.,Dire Dawa,Dire Dawa,,[],"[""dire-dawa"",""french-quarter"",""taiwan-district""]","{""lat"":9.5913368,""lng"":41.8566126}",2026-07-27 22:07:25.776912+00,urban
3f3b8afc-11fc-47e2-b1cf-3cab71138da8,Lake Koka Wetlands (Migratory Waterbirds),Dam reservoir wetlands providing stopovers for European migratory birds.,,,,[],"[""koka"",""migratory-birds"",""wetlands""]",,2026-07-27 22:07:25.776912+00,wildlife
3f48658f-cee9-4fc1-be39-695f3040da45,Lake Hora Eco-Park,Forested crater lake park popular for bird watching and nature walks.,,,,[],"[""hora"",""eco-park"",""bishoftu""]",,2026-07-27 22:07:25.776912+00,ecotourism
3f538a3e-7c65-4f10-bb74-7cfcb17b306d,Abuna Yemata Guh Cliff Church,"A dramatic 5th-century rock-cut church situated 200 meters up a sheer vertical rock face in the Gheralta Mountains, famous for its preserved ceiling frescoes.",Tigray,Hawzen,780,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Abuna_Yemata_Guh_church.jpg/1024px-Abuna_Yemata_Guh_church.jpg""]","[""Gheralta"",""Climbing"",""Frescoes"",""Extreme""]","{""lat"":13.9142,""lng"":39.3602}",2026-07-27 21:19:12.232213+00,religious
3f866e65-8b6c-4b3d-be32-0b419e440ff1,Zoological Natural History Museum,University museum exhibiting preserved specimens of Ethiopian wildlife.,,,,[],"[""zoological-museum"",""aau-science"",""fauna-exhibits""]",,2026-07-27 22:07:25.776912+00,educational
3f8bde2a-5b1f-46a6-a08b-638ce57b9af3,Mount Ayalu Volcano Trek,Trek up Mount Ayalu on the edge of the Danakil region.,Afar,,,[],"[""volcano"",""afar"",""hiking""]","{""lat"":13.2972405,""lng"":40.7809115}",2026-07-27 22:07:25.776912+00,adventure
3fa89afb-9b36-44ac-a84f-e0b172694794,"Mizan Teferi Spice Farms (Cardamom, Black Pepper)",Lush rainforest farms specialized in commercial spice production.,South West Ethiopia Peoples,Aman,,[],"[""mizan-teferi"",""cardamom"",""black-pepper""]","{""lat"":6.9568642,""lng"":35.5544431}",2026-07-27 22:07:25.776912+00,agritourism
3ff7b68e-955f-4eb5-b42a-346b5963129d,Bishoftu Lake Babogaya Luxury Resort Villas,Exclusive luxury villas positioned directly on the water edge.,Oromia,Bishoftu,,[],"[""babogaya"",""luxury-villas"",""bishoftu""]","{""lat"":8.7873711,""lng"":38.9931534}",2026-07-27 22:07:25.776912+00,luxury
40dceafe-a721-45d5-b5dc-b398f6141467,Bishoftu General Hospital,Public general hospital serving the Bishoftu area.,Oromia,Bishoftu,,[],"[""hospital"",""bishoftu"",""oromia""]","{""lat"":8.7549453,""lng"":38.9902682}",2026-07-27 22:07:25.776912+00,medical
41500b39-2235-46c1-b55b-206505d6520d,Debre Birhan Selassie Church Angel Ceilings,Famous historic ceiling painted with dozens of Ethiopian winged cherubs.,Amhara,Debre Birhan,,[],"[""debre-birhan-selassie"",""angel-ceiling"",""mural-photography""]","{""lat"":9.6752117,""lng"":39.5324899}",2026-07-27 22:07:25.776912+00,photography
41599fab-1f83-4fde-8d85-d0b0b5488498,Mekelle University Arid Land Agriculture Center,Specialized academic research facility studying dryland farming and irrigation.,Tigray,Mek'elē,,[],"[""mekelle-university"",""arid-land"",""dryland-agriculture""]","{""lat"":13.4842836,""lng"":39.4554493}",2026-07-27 22:07:25.776912+00,educational
41c5b841-9bd5-4124-a1a3-09e026f9e598,Bahir Dar Lakefront City Promenades,Lakeside resort city featuring wide palm-lined avenues and water view promenades.,Amhara,Bahir Dar Special Zone,,[],"[""bahir-dar"",""lakefront"",""promenade""]","{""lat"":11.5949663,""lng"":37.3882251}",2026-07-27 22:07:25.776912+00,urban
41f01f10-f08d-442d-aa98-4a0dfa4e2980,Bete Amanuel,Monolithic rock church displaying classic Axumite structural features.,Amhara,Lalibela,,[],"[""bete-amanuel"",""lalibela"",""monolithic""]","{""lat"":12.0314601,""lng"":39.0456552}",2026-07-27 22:07:25.776912+00,religious
4200c6c4-410f-401b-895a-81171ee9ff99,Addis Ababa Police Museum,Specialized historical museum documenting police history.,Addis Ababa,Addis Ababa,,[],"[""police-museum"",""criminology"",""addis""]","{""lat"":9.0358119,""lng"":38.7524315}",2026-07-27 22:07:25.776912+00,educational
4241b7fc-e227-4703-a87c-6ff9b811c30b,Lake Hawassa Public Park Boardwalks,Level paved walking paths along the Lake Hawassa shore.,Sidama,Hawassa,,[],"[""hawassa"",""paved-boardwalk"",""lakefront""]","{""lat"":7.0481029,""lng"":38.47861}",2026-07-27 22:07:25.776912+00,accessible
429cbb02-0553-4bd3-a83d-496da820faa6,Harar Jugol Hulsen Bowl & Harari Rice Outlets,Old town eateries serving traditional Harari spiced rice and meat dishes.,Harar,Harar,,[],"[""harar"",""harari-rice"",""hulsen""]","{""lat"":9.3118304,""lng"":42.1284009}",2026-07-27 22:07:25.776912+00,culinary
42af2888-be4c-436c-9d31-bb49b65bb063,Bonga Kafa Wild Coffee Specialty Markets,Specialty market for purchasing wild-harvested Arabica coffee beans.,South West Ethiopia Peoples,Bonga,,[],"[""bonga"",""wild-coffee"",""kafa""]","{""lat"":7.2645383,""lng"":36.2460526}",2026-07-27 22:07:25.776912+00,shopping
42bcb77f-f818-4d77-8fa7-0c449ed25adf,Bishoftu Crater Lakes Reflection Shots,Symmetrical water reflections inside steep volcanic crater basins.,Oromia,Bishoftu,,[],"[""bishoftu"",""crater-lake"",""reflections""]","{""lat"":8.750004,""lng"":38.981734}",2026-07-27 22:07:25.776912+00,photography
42c3a813-fba4-4400-b5ab-e9889e9ff496,Dassanech Villages,Traditional rural settlements near the border of Kenya.,South Ethiopia Regional State,Omorate,,[],"[""dassanech"",""omorate"",""turkana""]","{""lat"":4.8032381,""lng"":36.0504375}",2026-07-27 22:07:25.776912+00,rural
430dbe98-7bd4-4332-afd7-b8065a00ad06,Dorze Lodge Mountain View Wellness Point,High-altitude lodge offering peaceful panoramic Rift Valley views.,South Ethiopia Regional State,Dorze,,[],"[""dorze-lodge"",""mountain-view"",""chencha""]","{""lat"":6.1948568,""lng"":37.5743447}",2026-07-27 22:07:25.776912+00,wellness
430ea818-4176-4cc7-a307-47b499882d5a,Shiro Meda Traditional Clothes Market,Primary market specialized in handwoven Ethiopian traditional cotton clothing.,,,,[],"[""shiro-meda"",""traditional-clothes"",""habesha-kemis""]",,2026-07-27 22:07:25.776912+00,shopping
434f5b01-f11a-4607-b444-3efc946f3cdc,Tiya Megalithic Stelae Field,UNESCO World Heritage site containing 36 carved standing stones/monuments marking ancient burial grounds dating between the 12th and 14th centuries.,SNNPR,Tiya,85,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Tiya_Stelae_Ethiopia.jpg/1024px-Tiya_Stelae_Ethiopia.jpg""]","[""UNESCO"",""Megalithic"",""Carvings"",""Archaeology""]","{""lat"":8.4347,""lng"":38.6278}",2026-07-27 21:19:12.232213+00,monument
43700e13-9720-4983-9e6b-a1ce20eb9bfc,International Cardiovascular Hospital,Cardiovascular specialized treatment center.,,,,[],"[""cardiology"",""specialized"",""hospital""]",,2026-07-27 22:07:25.776912+00,medical
4399e3bf-d306-4b46-afe0-fd9faacf66b2,Kombolcha Industrial & Urban Center,Industrial city housing major manufacturing parks and an airport.,Amhara,Kombolcha,,[],"[""kombolcha"",""industrial-center"",""urban-hub""]","{""lat"":11.1090822,""lng"":39.71663}",2026-07-27 22:07:25.776912+00,urban
43ab2358-38d7-4156-b8d1-f0749fec4dbe,Sagan River Valley Cultural Nexus,Geographic intersection of multiple southern cultural groups.,,,,[],"[""sagan"",""valley"",""southern-ethiopia""]",,2026-07-27 22:07:25.776912+00,cultural
44a8af1f-80b0-4a23-90db-f5272c52c1af,Adwa Victory Memorial Educational Wings,Interactive research and library wings detailing anti-colonial history.,,,,[],"[""adwa-memorial"",""educational-wing"",""military-history""]",,2026-07-27 22:07:25.776912+00,educational
44c08981-cd9c-4a63-8534-8e0696b56e96,Chebera Churchura Elephant Research Station,Field research base studying wild elephant behavior and forest ecology.,South West Ethiopia Peoples,,,[],"[""chebera-churchura"",""elephant-research"",""field-station""]","{""lat"":6.9042595,""lng"":36.7301591}",2026-07-27 22:07:25.776912+00,educational
44d24dd2-3228-40cc-8ffa-e238127d74ac,Gullele Pottery Association Sales Village,Artisan village dedicated to traditional hand-fired clay pottery.,Addis Ababa,Gulale,,[],"[""gullele"",""pottery-village"",""artisans""]","{""lat"":9.072071,""lng"":38.7328969}",2026-07-27 22:07:25.776912+00,shopping
4500b86d-33a7-4a4d-8621-2aead50e48fe,Church of Our Lady Mary of Zion,Historic spiritual heart of the Ethiopian Orthodox Church tied to Solomonic royal lineage.,Tigray,Axum,,[],"[""mary-of-zion"",""axum"",""solomonic-lineage""]","{""lat"":14.1295237,""lng"":38.7193084}",2026-07-27 22:07:25.776912+00,ancestry
459bd083-540b-4ebd-bad5-ec2934ff5d63,Addis Cardiac Center,Specialized cardiovascular medical treatment center.,Addis Ababa,Bole,,[],"[""cardiac"",""specialized"",""addis""]","{""lat"":8.9843917,""lng"":38.78306}",2026-07-27 22:07:25.776912+00,medical
45ccffd6-2de8-46d3-a9d0-b7e0b44398da,Lake Chew Bahir Salt Flats Dark-Sky Plain,Expansive flat dry lakebed ideal for wide-field astronomical observation.,,,,[],"[""chew-bahir"",""salt-flats"",""dark-sky""]",,2026-07-27 22:07:25.776912+00,space
464c9e92-d2a8-44bd-84cd-8cd7bc1db5ca,Landmark Hospital,Private medical center in central Addis Ababa.,Addis Ababa,Addis Ababa,,[],"[""hospital"",""landmark"",""addis""]","{""lat"":9.0358119,""lng"":38.7524315}",2026-07-27 22:07:25.776912+00,medical
4662ab4e-d913-456a-a9c1-b75341310441,Bishangari Chalets,High-end private forest chalets on the secluded shores of Lake Langano.,Oromia,,,[],"[""bishangari"",""luxury-chalets"",""langano""]","{""lat"":7.5198392,""lng"":38.7715145}",2026-07-27 22:07:25.776912+00,luxury
46920ae5-0e0f-4210-b4f2-55c17b40a2eb,St. Frumentius Sacred Site,"Historical location associated with Abba Salama, who introduced Christianity.",Tigray,Axum,,[],"[""st-frumentius"",""axum"",""abba-salama""]","{""lat"":14.1220982,""lng"":38.7321749}",2026-07-27 22:07:25.776912+00,religious
469a3d71-1f0f-4c0e-92da-ee124e9252de,Dessie Wollo Dish Outlets,Regional eateries specialized in Wollo style Bamia stew and spiced meats.,Amhara,Dessie,,[],"[""dessie"",""wollo-cuisine"",""bamia""]","{""lat"":11.122604,""lng"":39.634982}",2026-07-27 22:07:25.776912+00,culinary
46e80005-808f-4339-b70a-f57de8e593c9,Langano African Vacation Club Spa,Lakeside resort offering wellness spa amenities.,,,,[],"[""langano"",""vacation-club"",""spa""]",,2026-07-27 22:07:25.776912+00,wellness
46ee0c9d-a5b4-4dd5-a2f0-8ce0aa62dd5f,Jijiga Camel Dairy & Pastoralist Cooperatives,Commercial camel milk collection and processing facilities.,Somali,Jijiga,,[],"[""jijiga"",""camel-dairy"",""cooperatives""]","{""lat"":9.3508526,""lng"":42.8003788}",2026-07-27 22:07:25.776912+00,agritourism
46f3711b-bf97-4783-a645-73d6fbd8b7de,Awash National Park Community Eco-Projects,Community liaison volunteer projects working with local pastoralist groups.,,,,[],"[""awash"",""community-eco"",""volunteering""]",,2026-07-27 22:07:25.776912+00,voluntourism
47085634-9818-4da4-afc0-17902a7448b1,Mercato Spice Alley (Berbere Tasting & Buying),"Sensory market lane dedicated to grinding, mixing, and tasting Berbere spice.",Addis Ababa,Addis Ketema,,[],"[""mercato"",""spice-alley"",""berbere""]","{""lat"":9.0296278,""lng"":38.7396038}",2026-07-27 22:07:25.776912+00,culinary
473e2c3c-a89f-464b-9539-cc1a9df5cb07,Anwar Grand Mosque,The primary grand mosque of Addis Ababa located in Mercato.,Addis Ababa,Addis Ketema,,[],"[""anwar-mosque"",""mercato"",""grand-mosque""]","{""lat"":9.0327612,""lng"":38.7408349}",2026-07-27 22:07:25.776912+00,religious
476c4346-72af-46a4-8812-061d7559b7b3,Wolisso Negash Resort & Natural Hot Springs Spa,Resort set amidst tropical gardens fed by natural volcanic hot springs.,Oromia,Waliso,,[],"[""wolisso"",""negash-resort"",""thermal-spa""]","{""lat"":8.5506266,""lng"":37.978662}",2026-07-27 22:07:25.776912+00,wellness
47a09f66-86ef-4853-9aee-e651001356d4,Planet Hotel Executive Suites,Top luxury hotel suites in Mekelle.,,,,[],"[""planet-hotel"",""executive-suites"",""mekelle""]",,2026-07-27 22:07:25.776912+00,luxury
47b0950a-dd1d-4a47-aad3-b274f128c1af,Nyala Sports Club Grounds,"Private athletic club offering football, tennis, and sports facilities.",,,,[],"[""nyala-club"",""sports-grounds"",""addis""]",,2026-07-27 22:07:25.776912+00,sports
47f95ece-6bd3-4f10-86c2-ec23c84f9926,Bete Golgotha Tomb of King Lalibela,Sacred church crypt believed to hold the tomb of King Lalibela.,Amhara,Lalibela,,[],"[""golgotha"",""tomb"",""king-lalibela""]","{""lat"":12.0336643,""lng"":39.043075}",2026-07-27 22:07:25.776912+00,dark
485613b9-5817-4d5f-8e67-f0f95cfae0cb,Chebera Churchura Elephant Paw Luxury Lodge,High-end wilderness safari lodge set inside Chebera Churchura National Park.,South West Ethiopia Peoples,,,[],"[""chebera-churchura"",""luxury-lodge"",""safari""]","{""lat"":6.9042595,""lng"":36.7301591}",2026-07-27 22:07:25.776912+00,luxury
4874523d-bc8a-4678-a3df-70bdfce3adda,Alkeso Sacred Mosque Complex,Historic Islamic spiritual center and pilgrimage mosque in Silte.,,,,[],"[""alkeso"",""mosque"",""silte""]",,2026-07-27 22:07:25.776912+00,religious
4896a4e3-4b91-4f0c-be36-943bacf1d75d,Northern Stelae Field & Obelisks of Axum,"Monolithic granite obelisks dating back to the ancient Kingdom of Aksum (3rd–4th century AD), including the 24-meter King Ezana Stela.",Tigray,Axum,980,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Axum_Stele.jpg/1024px-Axum_Stele.jpg""]","[""UNESCO"",""Ancient Empire"",""Obelisk"",""Archeology""]","{""lat"":14.1311,""lng"":38.7194}",2026-07-27 21:19:12.232213+00,monument
489c201a-ff25-4eea-9b27-0df71437394b,Gedeo Coffee & Honey Tasting Centers,Highland tasting centers offering organic forest honey and washed coffee.,,,,[],"[""gedeo"",""coffee-honey"",""tasting""]",,2026-07-27 22:07:25.776912+00,culinary
48dba260-8847-4357-a1d2-b853875fa23a,Haile Resort Lake View Villas,Luxury mountain-side villas overlooking Nechisar National Park.,,,,[],"[""haile-resort"",""lake-view-villas"",""arba-minch""]",,2026-07-27 22:07:25.776912+00,luxury
48ef3beb-3b8d-4a85-9d02-e43ae1e79718,Lake Kuriftu Nature Perimeter,Scenic crater lake perimeter offering eco-friendly leisure paths.,Oromia,Bishoftu,,[],"[""kuriftu"",""nature"",""bishoftu""]","{""lat"":8.7789777,""lng"":39.0004021}",2026-07-27 22:07:25.776912+00,ecotourism
48f3b44e-ce60-4376-b264-050d6878b633,Kuriftu Resort & Spa VIP Villas,Luxury lakeside private villas featuring personal pools and spa services.,Oromia,Bishoftu,,[],"[""kuriftu"",""vip-villas"",""bishoftu""]","{""lat"":8.7789777,""lng"":39.0004021}",2026-07-27 22:07:25.776912+00,luxury
4931d41e-0978-44b1-89a7-aded8123d36a,Chebera Churchura Wilderness Night Camp,Pristine forest wilderness offering dark-sky conditions.,South West Ethiopia Peoples,,,[],"[""chebera-churchura"",""night-camp"",""dark-sky""]","{""lat"":6.9042595,""lng"":36.7301591}",2026-07-27 22:07:25.776912+00,space
4955807c-67c6-4cda-aa64-e9f28261921e,Emperor Tewodros II Suicide Site at Magdala Fortress,Historic mountain fortress site where Emperor Tewodros II died in 1868.,,,,[],"[""tewodros-ii"",""magdala"",""suicide-site""]",,2026-07-27 22:07:25.776912+00,dark
49b32550-7e9e-4315-afcc-22c2d46e7319,Mount Gurage Trekking Circuit,Scenic highland circuit hiking through traditional villages and peaks.,,,,[],"[""trekking"",""gurage"",""highland""]",,2026-07-27 22:07:25.776912+00,adventure
49b9c467-daf4-4470-ad3e-3ed399ca92ab,Entoto Mountain Panorama over Addis Ababa,Wide panoramic cityscapes over the sprawling capital city.,Addis Ababa,Gulale,,[],"[""entoto"",""city-panorama"",""addis-ababa""]","{""lat"":9.0854496,""lng"":38.7371907}",2026-07-27 22:07:25.776912+00,photography
49c80e26-f7f6-4f1d-b254-cad1a2bc3655,Dera Denboli Crater Hike,Trail hike navigating around the volcanic Dera Denboli crater.,,,,[],"[""crater"",""hiking"",""oromia""]",,2026-07-27 22:07:25.776912+00,adventure
49fcedab-896b-4062-8db7-a86d91f9a0ad,Debre Damo Monastery,Ancient 6th-century cliff-top monastery accessible only by leather rope.,Tigray,Debre Damo Debir,,[],"[""monastery"",""rope-climb"",""tigray""]","{""lat"":14.373127,""lng"":39.2893444}",2026-07-27 22:07:25.776912+00,religious
4a1713be-ebd6-407c-96e4-b0514633a89b,Yayu Biosphere Community Agro-Forestry Projects,Volunteer projects promoting coffee forest preservation and sustainable farming.,Oromia,Yayu,,[],"[""yayu"",""agro-forestry"",""volunteering""]","{""lat"":8.341488,""lng"":35.8122397}",2026-07-27 22:07:25.776912+00,voluntourism
4a5030e1-665a-42d1-b00c-c095b05303f9,Lake Langano Cattle & Agro-Forestry Farms,Integrated livestock ranches and forestry estates.,Oromia,,,[],"[""langano"",""cattle-ranch"",""agro-forestry""]","{""lat"":7.6120061,""lng"":38.7629256}",2026-07-27 22:07:25.776912+00,agritourism
4adcf746-ed3e-4d53-9568-ab68b695f841,Unison Hotel & Spa Convention Spaces,Large event venue catering to business gatherings in Hawassa.,Amhara,Bahir Dar Special Zone,,[],"[""unison-hotel"",""convention"",""hawassa""]","{""lat"":11.5957145,""lng"":37.3854336}",2026-07-27 22:07:25.776912+00,business
4b1a2b03-b04c-4bb7-ab2c-6419329638f7,Addis Ketema Raw Meat (Kirt/Gored Gored) Outlets,Famous butcher-restaurants (Sega Bet) serving fresh raw beef cutlets.,,,,[],"[""raw-meat"",""tere-sega"",""kera""]",,2026-07-27 22:07:25.776912+00,culinary
4b692dd0-c8ff-4df3-83c2-9363957996c9,Halala Kella Eco-Resort & Koysha Lake,Eco-resort developed along the reservoir banks of Koysha.,South Ethiopia Regional State,Kindo Koysha,,[],"[""halala-kella"",""koysha"",""eco-resort""]","{""lat"":6.933691,""lng"":37.5892615}",2026-07-27 22:07:25.776912+00,ecotourism
4b7540cd-04de-49c8-a934-85b6a34defd3,Konso Karati Public Market Hill,Public market hill in the center of Konso.,South Ethiopia Regional State,Karati,,[],"[""konso"",""karati"",""public-market""]","{""lat"":5.3406958,""lng"":37.437323}",2026-07-27 22:07:25.776912+00,budget
4bcc8aff-8594-4230-b91a-b79e67513243,Beta Abba Libanos Church,"Rock-hewn church in Lalibela, part of the UNESCO World Heritage site.",Amhara,Lalibela,642,"[""https://images.unsplash.com/photo-1585208798174-6cedd86e019a?w=800"",""https://images.unsplash.com/photo-1605106901227-991bd663255c?w=800""]","[""Monastery"",""Rock-Hewn"",""UNESCO"",""Lalibela"",""Orthodox""]","{""lat"":12.0319,""lng"":39.0479}",2025-12-08 05:10:50.501803+00,religious
4bff11c3-fc5c-469e-a5f3-a9b285dfbb58,Alamata Sorghum & Grain Plains,Fertile valley plains dedicated to mechanized sorghum and teff production.,Tigray,Alamata,,[],"[""alamata"",""sorghum"",""grain-plains""]","{""lat"":12.4175995,""lng"":39.5603233}",2026-07-27 22:07:25.776912+00,agritourism
4c9fe140-927c-4fdf-8301-a7fb366fc135,Bati Pastoralist Meeting Villages,Rural crossroads villages serving nomadic trade.,Amhara,Bati,,[],"[""bati"",""pastoralist"",""wollo""]","{""lat"":11.1916257,""lng"":40.019752}",2026-07-27 22:07:25.776912+00,rural
4ceb808b-976a-40f5-b0f2-93daa39c25dc,Gheralta Massif Rock Towers,Dramatic sandstone towers offering dark skies and star-trail photography.,Tigray,Halah Gheralta,,[],"[""gheralta"",""rock-towers"",""stargazing""]","{""lat"":13.7478418,""lng"":39.2536119}",2026-07-27 22:07:25.776912+00,space
4d06800d-f98c-4f2a-92de-745c3786ae78,Mago Wilderness Overland Trail,Remote driving trail through the dense bush of Mago National Park.,South Ethiopia Regional State,,,[],"[""overland"",""mago"",""safari""]","{""lat"":5.6321485,""lng"":36.2621523}",2026-07-27 22:07:25.776912+00,adventure
4d25831a-7b57-4283-bf5b-6797c4f8662d,Bete Golgotha Mikael,Rock church containing life-sized saint bas-reliefs and royal tombs.,Amhara,Lalibela,,[],"[""golgotha"",""lalibela"",""reliefs""]","{""lat"":12.0336643,""lng"":39.043075}",2026-07-27 22:07:25.776912+00,religious
4d417e6c-17d9-413d-a9aa-f3d33e67ef3f,Bonga Forest Hot Springs & Eco-Lodge Zone,Natural thermal springs emerging from pristine rainforests.,South West Ethiopia Peoples,Bonga,,[],"[""bonga"",""hot-springs"",""eco-lodge""]","{""lat"":7.2645383,""lng"":36.2460526}",2026-07-27 22:07:25.776912+00,ecotourism
4d8ec07c-87b9-47e9-ba7f-d8a0e28f92a6,Bale Mountains Alpine Ecosystem Research Outpost,High-altitude research outpost studying afro-alpine wildlife and plants.,Oromia,,,[],"[""bale-mountains"",""alpine-research"",""dinsho""]","{""lat"":6.7942161,""lng"":39.7565574}",2026-07-27 22:07:25.776912+00,educational
4daf0e94-014f-4160-a956-f18fee6a76ef,Gorgora Eco-Resort Business Center,Corporate retreat venue on northern Lake Tana.,Amhara,Gorgora,,[],"[""gorgora"",""eco-resort"",""business-center""]","{""lat"":12.2382669,""lng"":37.2971393}",2026-07-27 22:07:25.776912+00,business
4de67e02-d7f4-4d62-a977-ce8bd88cf56e,Choke Mountain Community Eco-Villages,Eco-friendly rural settlements utilizing sustainable agro-tourism.,Amhara,,,[],"[""choke"",""eco-villages"",""community""]","{""lat"":10.7117887,""lng"":37.8435035}",2026-07-27 22:07:25.776912+00,rural
4e00ed19-fb66-4c84-9268-281d54ec1406,Lake Hayq Log Cabin Boat Dock,Highland lake dock offering wooden and motorboat trips.,,,,[],"[""hayq"",""boat-dock"",""wollo""]",,2026-07-27 22:07:25.776912+00,cruise
4e78943f-28e1-414b-a864-820fbc840274,Elilly International Hotel Spa & Sauna,"Urban hotel spa featuring steam rooms, sauna, and massage therapy.",Addis Ababa,Kirkos,,[],"[""elilly-hotel"",""spa-sauna"",""kazanchis""]","{""lat"":9.0142532,""lng"":38.7688899}",2026-07-27 22:07:25.776912+00,wellness
4e8211cc-c753-48de-be2c-df2d1dce4c4e,Adama City Public Park,Central urban park in Adama.,Oromia,Adama,,[],"[""adama"",""public-park"",""oromia""]","{""lat"":8.5503594,""lng"":39.2820348}",2026-07-27 22:07:25.776912+00,budget
4f0debde-c9f8-447c-bd73-3354543ac950,Gullele Botanical Garden & Research Center,Joint university facility researching and conserving endemic flora species.,,,,[],"[""gullele-botanic-garden"",""botany"",""plant-research""]",,2026-07-27 22:07:25.776912+00,educational
4f1c8cc1-62b0-44b0-bd8c-6503ed6d7a21,Dega Estifanos Boat Route,Island boat route accessing historical royal mummies.,,,,[],"[""dega-estifanos"",""boat-route"",""lake-tana""]",,2026-07-27 22:07:25.776912+00,cruise
4f23b0a1-f7a8-410e-85de-1332a3e39c4a,Awash Fantale Crater Stargazing Base,Volcanic caldera base free from light interference.,Oromia,Metehara,,[],"[""fantale"",""stargazing"",""volcanic-crater""]","{""lat"":8.904429,""lng"":39.9175259}",2026-07-27 22:07:25.776912+00,space
4f54474a-b86d-4ae8-866e-8f1bca0c07ba,Wukro Archaeological Museum,Museum exhibiting local Pre-Axumite and Axumite archaeological finds.,Tigray,Wukro,,[],"[""wukro-museum"",""archaeology"",""tigray""]","{""lat"":13.7862549,""lng"":39.601525}",2026-07-27 22:07:25.776912+00,educational
4fb77500-dd7e-44ed-8b4f-f8c5cf634e47,Mursi Lip-Plate & Beadwork Portraits,Cultural portraits highlighting distinct lip-plate and body ornamentation.,South Ethiopia Regional State,Hana - Margo Mursi Bodie,,[],"[""mursi"",""lip-plates"",""portrait-photography""]","{""lat"":6.2235574,""lng"":36.1284585}",2026-07-27 22:07:25.776912+00,photography
4fda1ee0-a2b2-480d-a349-178e572a6e89,Dendi Twin Crater Lakes Stargazing Base,High-altitude volcanic caldera offering dark sky conditions.,Oromia,Dendi,,[],"[""dendi"",""crater-lakes"",""night-sky""]","{""lat"":8.9347933,""lng"":38.1236741}",2026-07-27 22:07:25.776912+00,space
4ff4d3bb-8e6a-494c-be44-5c63eafb4869,Saint George Cathedral Museum Wing,Ground-level museum wing providing step-free access.,,,,[],"[""st-george"",""level-entrance"",""museum""]",,2026-07-27 22:07:25.776912+00,accessible
508b35ff-c7c5-42c2-8add-7ca23943c516,Dunkur Palace (Queen Sheba Palace Ruins - Axum),Palace complex ruins linked by local heritage to the Queen of Sheba.,,,,[],"[""queen-of-sheba"",""dunkur-palace"",""ancient-history""]",,2026-07-27 22:07:25.776912+00,ancestry
