id,name,geocode_status,resolution_level,anchor_approved,geocode_error,score,matched_query,city,region,lat,lng,matched_address,image_status,image_file,image_match_score,image_search,image_source,image_license,generated_update,image_approved
1bd34702-eb28-425c-b0e5-4fadf009287a,Metahara Sugar Cane Estate,existing,,False,,,,,,,,,no_match,,,,,,False,False
1bf2d847-791f-4a70-be57-01108f2f4871,Hayat Hospital Specialized Center,existing,,False,,,,,,,,,no_match,,,,,,False,False
1c3acc4f-bf27-4343-953d-1d0001863ed7,Dorze Elephant-Shaped Bamboo Huts,existing,,False,,,,,,,,,matched,destination-images/dorze-elephant-shaped-bamboo-huts/cover.webp,0.5,dorze huts,https://commons.wikimedia.org/wiki/File:Dorze_huts.jpg,CC BY-SA 2.0,True,True
1c4be61c-293b-40b7-90c5-85d159009ee5,Dinsho Campsite Grounds,existing,,False,,,,,,,,,no_match,,,,,,False,False
1c917664-8092-4e3f-ba11-abce35e97266,Lalibela Church Preservation & Masonry Museum,existing,,False,,,,,,,,,no_match,,,,,,False,False
1cf5758b-28cb-430a-b66a-8d238d4d8bb5,Awash Thermal Hot Springs,existing,,False,,,,,,,,,no_match,,,,,,False,False
1d8c6efd-f46e-47dd-beaa-68f0ecb56f51,Wondo Genet Medicinal Hot Springs,existing,,False,,,,,,,,,no_match,,,,,,False,False
1d914cd7-3a4f-4b25-ac05-35aae3470100,Menz Highland Sheep Meat Roasting Centers,existing,,False,,,,,,,,,no_match,,,,,,False,False
1dcd5529-5ebf-47e1-b6f2-cb400f078caf,Arba Minch Local Farmer Co-ops Volunteer Sites,existing,,False,,,,,,,,,no_match,,,,,,False,False
1e0f8cff-e37b-4576-bfe4-7504166dd876,Jijiga Convention & Cultural Center,existing,,False,,,,,,,,,matched,destination-images/jijiga-convention-cultural-center/cover.webp,0.5,jijiga somali region,https://commons.wikimedia.org/wiki/File:ET-Jijiga_Somali_Region_(7).JPG,CC BY-SA 3.0,True,True
1e396328-3fdf-40f1-b7dd-41362f74ef63,Sodo Town Mount Damota Public Hike,existing,,False,,,,,,,,,no_match,,,,,,False,False
1e577338-7b6b-45c2-994e-76af1a5596d3,Beta Emmanuel Church,existing,,False,,,,,,,,,disabled,,,,,,False,False
1e580650-e9ae-4a13-ad77-bcf61acde245,Jinka Town Public Museum Hill,existing,,False,,,,,,,,,no_match,,,,,,False,False
1e5fb8fb-9aa3-485b-ac54-a57255d5aac4,Edna Mall Paved Concourse,existing,,False,,,,,,,,,no_match,,,,,,False,False
1e95d4ee-0a3f-4595-98b3-9e7949a572cf,Menz Guassa Community Conservation Area (Ethiopian Wolves),existing,,False,,,,,,,,,no_match,,,,,,False,False
1e9cbc26-1c66-4df8-a395-3ce61bb60b65,Combolcha Central Park,existing,,False,,,,,,,,,no_match,,,,,,False,False
1ea861e7-cb1f-424d-ae1e-a3f646a04d6d,Ramada by Wyndham Conference Hub,existing,,False,,,,,,,,,no_match,,,,,,False,False
1ed00cb8-cefc-4d4f-be7b-e45568710d02,Gedeo Sacred Cultural Landscapes,existing,,False,,,,,,,,,no_match,,,,,,False,False
1ed24426-c2c9-4515-8ff8-f7200e264835,Tekle Haymanot Cave Shrine,existing,,False,,,,,,,,,no_match,,,,,,False,False
1ee1842e-065b-46cc-972f-8d9d45d54b92,Maze National Park (Swaynes Hartebeest & Lions),existing,,False,,,,,,,,,no_match,,,,,,False,False
1efae8e3-da7d-4023-9252-4429553933c0,Jibat Forest Reserve (Endemic Birds),existing,,False,,,,,,,,,no_match,,,,,,False,False
1f001180-7b6a-4c63-80ea-2d8f6aa0fdfb,Massacre Memorial at Zeret Cave,existing,,False,,,,,,,,,no_match,,,,,,False,False
1f3e6ebe-2be1-4614-82f1-e2f837b3d3d7,Guzara Royal Castle Ruins,existing,,False,,,,,,,,,no_match,,,,,,False,False
1f69a209-ecd9-4cd9-9188-57c315e4f2be,Abuna Aregawi Shrine,existing,,False,,,,,,,,,no_match,,,,,,False,False
1fa93518-ef46-47ee-b8cb-80974632fa72,Dire Dawa Stadium,existing,,False,,,,,,,,,matched,,1.0,dire dawa football,https://commons.wikimedia.org/wiki/File:Downtown_Dire_Dawa_(211276819).jpeg,CC BY 3.0,False,False
1fafd623-6c4d-41bb-a79b-8b5bd35127d9,Abebech Gobena Mothers & Children Hospital,existing,,False,,,,,,,,,no_match,,,,,,False,False
1fe95f3d-b517-485c-8606-2c76364232a7,Lake Hayq Public Monastery Shore,existing,,False,,,,,,,,,no_match,,,,,,False,False
1ff14e7b-bfb6-444f-9af4-b1073a2631d3,Awi Agew Rural Homesteads,existing,,False,,,,,,,,,no_match,,,,,,False,False
200f2932-52b1-430f-87fa-ef56ba6bee1d,Lake Ziway Bird Sanctuary (Pelicans & Fish Eagles),existing,,False,,,,,,,,,no_match,,,,,,False,False
2022c34b-b7e3-4236-81e3-d04af7a3d038,Gumuz Tribal Communities,existing,,False,,,,,,,,,no_match,,,,,,False,False
204e1584-f5ab-442a-95e0-d6c1928546a6,Mizan Teferi Urban Center,existing,,False,,,,,,,,,no_match,,,,,,False,False
207de875-a9dc-412b-8054-964c5edc08b7,Bale Harenna Cloud Forest Moss & Fern Canopy,existing,,False,,,,,,,,,no_match,,,,,,False,False
20833650-32b4-4b1e-8aab-7d9b3fb8e27c,Mekelle Tigray Stadium,existing,,False,,,,,,,,,matched,,1.0,mekelle tigray,"https://commons.wikimedia.org/wiki/File:Destroyed_buildings_in_Mekelle,_Tigray_(2022).jpg",Public domain,False,False
2129a44b-cf85-453a-b73d-325d060210e1,Bete Abba Libanos,existing,,False,,,,,,,,,matched,destination-images/bete-abba-libanos/cover.webp,1.0,Bete Abba Libanos,https://commons.wikimedia.org/wiki/File:Bete_Abba_Libanos.jpg,CC BY-SA 3.0,True,True
21432d95-30dd-40e4-9388-ee6133851758,Planet Hotel Conference Center,existing,,False,,,,,,,,,no_match,,,,,,False,False
2162a321-4397-4796-b2c5-884443ba2282,Bench Maji Forest Honey Tasting Outlets,existing,,False,,,,,,,,,no_match,,,,,,False,False
219e56e6-83b1-40b4-9542-f6e99e81a063,Bahar Dar Mango Park Boat Terminal,existing,,False,,,,,,,,,no_match,,,,,,False,False
21a09171-dbeb-4615-8ffd-0140311ed755,Sabana Beach Resort Spa,existing,,False,,,,,,,,,no_match,,,,,,False,False
21bd35c9-3b3d-4cb7-b92e-6947621f5d16,Turmi Hamer Village Settlements,existing,,False,,,,,,,,,matched,destination-images/turmi-hamer-village-settlements/cover.webp,0.667,turmi hamer,"https://commons.wikimedia.org/wiki/File:Hamer_Girl,_Turmi,_Ethiopia_(15479674450).jpg",CC BY-SA 2.0,True,True
21d9b8a0-7f58-4f22-96b8-78e242ae990c,Arsi Highlands Cattle & Grain Farms,existing,,False,,,,,,,,,no_match,,,,,,False,False
220cc188-0798-45da-a7d9-80c1885886e2,Jamia Grand Mosque of Harar,existing,,False,,,,,,,,,matched,destination-images/jamia-grand-mosque-of-harar/cover.webp,0.5,Jamia Grand Mosque of Harar,"https://commons.wikimedia.org/wiki/File:Harar,_moschea_jamia,_02.jpg",CC BY 3.0,True,True
2231f7f1-2a31-402c-85ba-10c48224cbc7,Tiya Megalithic Burial Grounds,existing,,False,,,,,,,,,no_match,,,,,,False,False
